visit_year_bin	SOURCE	CODE5	CODE6	CODE7	CODE8	CODE9	n_visits	n_events_per_visit_logmean	n_events_per_visit_logsd	n_patients
(1994,2001]	OPER_IN	1	40M	NA	NA	NA	11	1.4322263425783524	0.2650312300600752	9
(1994,2001]	OPER_IN	1	42	NA	NA	NA	57	0.6040793320982131	0.3386069563379015	49
(1994,2001]	OPER_IN	1	50	NA	NA	NA	4811	0.6343631291210414	0.38015230388720694	3671
(1994,2001]	OPER_IN	1	55	NA	NA	NA	17461	0.6954762781742	0.38187228821480773	15171
(1994,2001]	OPER_IN	1	58	NA	NA	NA	1021	0.6249993824040164	0.33925178499529735	896
(1994,2001]	OPER_IN	1	58V	NA	NA	NA	309	1.1178398554807891	0.44152469992649795	276
(1994,2001]	OPER_IN	1	60	NA	NA	NA	100	0.5188795288312174	0.24239415218633426	92
(1994,2001]	OPER_IN	1	65	NA	NA	NA	323	0.4844377174424679	0.24152494328939586	141
(1994,2001]	OPER_IN	1	70	NA	NA	NA	70	0.8556939888184295	0.47544821386058644	59
(1994,2001]	OPER_IN	1	77	NA	NA	NA	718	0.5421340942694078	0.28325763855860814	649
(1994,2001]	OPER_IN	1	78	NA	NA	NA	40	0.7140316584822833	0.3715017456238281	33
(1994,2001]	OPER_IN	1	80	NA	NA	NA	1921	0.5371822988695496	0.27347496589676284	1519
(1994,2001]	OPER_IN	1	90	NA	NA	NA	129	0.579131156322843	0.3148042395608377	85
(1994,2001]	OPER_IN	1	96	NA	NA	NA	26	0.6795839410845945	0.36865071585351317	26
(1994,2001]	OPER_IN	1	98	NA	NA	NA	195	0.4510578891488251	0.18660336688005077	182
(1994,2001]	OPER_IN	2	20	NA	NA	NA	5883	0.5182846816113107	0.25654214862211433	5494
(1994,2001]	OPER_IN	2	20G	NA	NA	NA	25	0.4463311580094436	0.14144121053881964	25
(1994,2001]	OPER_IN	2	20J	NA	NA	NA	146	0.42295913631932847	0.0932195073603651	135
(1994,2001]	OPER_IN	2	20L	NA	NA	NA	44	0.4363315509298279	0.14761168741496974	44
(1994,2001]	OPER_IN	2	20O	NA	NA	NA	1311	0.4685690607967638	0.17198936060157727	1240
(1994,2001]	OPER_IN	2	20P	NA	NA	NA	107	0.4675280343601072	0.16767312380823352	104
(1994,2001]	OPER_IN	2	20T	NA	NA	NA	29	0.6989024259315114	0.27613387070443596	28
(1994,2001]	OPER_IN	2	20U	NA	NA	NA	90	0.49807987288296757	0.21348129518868575	88
(1994,2001]	OPER_IN	2	30	NA	NA	NA	3075	0.5009835220277384	0.21364112324130707	2919
(1994,2001]	OPER_IN	2	31	NA	NA	NA	59	0.46311639589150605	0.17745961977280614	54
(1994,2001]	OPER_IN	2	40	NA	NA	NA	88	0.5466234469702123	0.24358828465831509	86
(1994,2001]	OPER_IN	2	50	NA	NA	NA	881	0.5198589322868455	0.2601698368433177	780
(1994,2001]	OPER_IN	2	55	NA	NA	NA	2321	0.709315141859078	0.31669152826342634	2126
(1994,2001]	OPER_IN	2	58	NA	NA	NA	66	0.6114267653687748	0.3073410642841243	62
(1994,2001]	OPER_IN	2	58V	NA	NA	NA	67	0.48672971220191247	0.19939056090769186	60
(1994,2001]	OPER_OUT	2	00	NA	NA	NA	9	0.46222351074883	0.1702752079219969	7
(1994,2001]	OPER_OUT	2	10	NA	NA	NA	104	1.0171366865617988	0.43224086584099725	103
(1994,2001]	OPER_OUT	2	10K	NA	NA	NA	23	1.2363331687011272	0.5437447820584472	23
(1994,2001]	OPER_OUT	2	20	NA	NA	NA	16171	0.6884467379338745	0.37755175707456706	14110
(1994,2001]	OPER_OUT	2	20G	NA	NA	NA	316	0.7103514160035607	0.4144756951898062	304
(1994,2001]	OPER_OUT	2	20J	NA	NA	NA	894	0.7206465897990623	0.4057291711155853	801
(1994,2001]	OPER_OUT	2	20L	NA	NA	NA	238	0.839504918577032	0.41706375646977023	221
(1994,2001]	OPER_OUT	2	20O	NA	NA	NA	4770	0.7471088092907943	0.4233912122445579	4417
(1994,2001]	OPER_OUT	2	20P	NA	NA	NA	283	0.6463898970082549	0.33798421675886176	269
(1994,2001]	OPER_OUT	2	20T	NA	NA	NA	225	0.8227014495879348	0.4334753456872732	221
(1994,2001]	OPER_OUT	2	20U	NA	NA	NA	564	0.7214703351390694	0.4268181207233473	456
(1994,2001]	OPER_OUT	2	20Y	NA	NA	NA	39	0.7632705104455537	0.2668279273143121	37
(1994,2001]	OPER_OUT	2	30	NA	NA	NA	10235	0.7734052296028274	0.40522735645762464	9373
(1994,2001]	OPER_OUT	2	30U	NA	NA	NA	8	0.4054651081081644	0	7
(1994,2001]	OPER_OUT	2	31	NA	NA	NA	259	0.5374202379986972	0.2518884329817626	248
(1994,2001]	OPER_OUT	2	40	NA	NA	NA	337	0.9603408242703428	0.40416366505142914	309
(1994,2001]	OPER_OUT	2	40H	NA	NA	NA	12	1.252762968495368	0	9
(1994,2001]	OPER_OUT	2	40L	NA	NA	NA	8	0.4054651081081644	0	8
(1994,2001]	OPER_OUT	2	42	NA	NA	NA	57	0.45617739504590415	0.16982638094075958	55
(1994,2001]	OPER_OUT	2	50	NA	NA	NA	4934	0.8223669359605297	0.42186452708602035	3918
(1994,2001]	OPER_OUT	2	55	NA	NA	NA	4955	0.9122735823518212	0.41327654914930695	4359
(1994,2001]	OPER_OUT	2	58	NA	NA	NA	449	0.6232619862530069	0.33689479209663237	408
(1994,2001]	OPER_OUT	2	58V	NA	NA	NA	99	0.8007548339173285	0.43115597324018645	91
(1994,2001]	OPER_OUT	2	80	NA	NA	NA	107	0.41023917935831383	0.049383377003409494	105
(1994,2001]	OPER_OUT	2	90	NA	NA	NA	33	0.701594247138537	0.43205256858190394	19
(1994,2001]	OPER_OUT	91	00	NA	NA	NA	138	0.5102262642510629	0.22864228545606297	138
(1994,2001]	OPER_OUT	91	10	NA	NA	NA	8628	0.5218197522935205	0.26079861213863265	5706
(1994,2001]	OPER_OUT	91	20	NA	NA	NA	7307	0.5386418840991107	0.29009222547101676	6701
(1994,2001]	OPER_OUT	91	20J	NA	NA	NA	10	0.4054651081081644	0	9
(1994,2001]	OPER_OUT	91	20L	NA	NA	NA	11	0.7979640275205563	0.4947851148822815	11
(1994,2001]	OPER_OUT	91	20O	NA	NA	NA	303	0.44178514056916796	0.14381680942391759	276
(1994,2001]	OPER_OUT	91	25	NA	NA	NA	31	0.8018469745870849	0.42712693120946743	29
(1994,2001]	OPER_OUT	91	30	NA	NA	NA	9019	0.48000348667551623	0.2195985922306159	6728
(1994,2001]	OPER_OUT	91	31	NA	NA	NA	24	0.6454971666927399	0.4014514541286846	23
(1994,2001]	OPER_OUT	91	40	NA	NA	NA	147	0.5906675856353515	0.3756761212581641	143
(1994,2001]	OPER_OUT	91	50	NA	NA	NA	319	0.4581940798049439	0.1797208161467235	309
(1994,2001]	OPER_OUT	91	55	NA	NA	NA	537	0.5859347441968188	0.30833683809028073	495
(1994,2001]	OPER_OUT	91	58	NA	NA	NA	133	0.477850916464412	0.22151981220629519	124
(1994,2001]	OPER_OUT	91	58V	NA	NA	NA	32	0.5842888646981457	0.32175705686263595	31
(1994,2001]	OPER_OUT	91	60	NA	NA	NA	178	0.41120472185834406	0.0539942323893932	174
(1994,2001]	OPER_OUT	91	70	NA	NA	NA	29	0.7947980628892416	0.3648891604893656	28
(1994,2001]	OPER_OUT	91	77	NA	NA	NA	2554	0.5160721079797908	0.23404890059877026	2231
(1994,2001]	OPER_OUT	91	80	NA	NA	NA	95	0.48891544027047806	0.2367295747004374	85
(1994,2001]	OPER_OUT	92	00	NA	NA	NA	24	0.426749509098414	0.10427184381380109	24
(1994,2001]	OPER_OUT	92	10	NA	NA	NA	6348	0.4486938190413194	0.17023330129121142	6001
(1994,2001]	OPER_OUT	92	10G	NA	NA	NA	405	0.4875790772701121	0.2027875369796547	400
(1994,2001]	OPER_OUT	92	10K	NA	NA	NA	218	0.595885988863426	0.33172486856070604	215
(1994,2001]	OPER_OUT	92	10R	NA	NA	NA	17	0.4054651081081644	0	17
(1994,2001]	OPER_OUT	92	20	NA	NA	NA	10686	0.5069647734274826	0.24531331064280149	9917
(1994,2001]	OPER_OUT	92	20G	NA	NA	NA	175	0.5007959206632097	0.20365549215072992	175
(1994,2001]	OPER_OUT	92	20L	NA	NA	NA	6	0.5466814181726983	0.3459079030167648	6
(1994,2001]	OPER_OUT	92	20O	NA	NA	NA	12	0.4970161321638402	0.317142050298782	12
(1994,2001]	OPER_OUT	92	20P	NA	NA	NA	40	0.4905007575885933	0.21082167007735295	40
(1994,2001]	OPER_OUT	92	20T	NA	NA	NA	34	0.4054651081081644	0	34
(1994,2001]	OPER_OUT	92	20U	NA	NA	NA	491	0.6511932439441583	0.32455830717961215	489
(1994,2001]	OPER_OUT	92	25	NA	NA	NA	7	0.5994827487014779	0.3452913185709698	7
(1994,2001]	OPER_OUT	92	30	NA	NA	NA	17155	0.5550240176076434	0.2898656888218224	15204
(1994,2001]	OPER_OUT	92	31	NA	NA	NA	130	0.7497095268122582	0.47781414803406225	129
(1994,2001]	OPER_OUT	92	40	NA	NA	NA	193	0.45778992067002267	0.19280941569617208	174
(1994,2001]	OPER_OUT	92	41	NA	NA	NA	19	0.48612178554489976	0.1913728125646382	19
(1994,2001]	OPER_OUT	92	42	NA	NA	NA	13	0.4447593868593944	0.14167753686993506	13
(1994,2001]	OPER_OUT	92	50	NA	NA	NA	2917	0.4395680027693647	0.1430359286959645	2563
(1994,2001]	OPER_OUT	92	55	NA	NA	NA	1631	0.5325093377368901	0.27640972413006315	1569
(1994,2001]	OPER_OUT	92	58	NA	NA	NA	1154	0.5197189277697246	0.24899994135984513	1130
(1994,2001]	OPER_OUT	92	58V	NA	NA	NA	11	0.4054651081081644	0	11
(1994,2001]	OPER_OUT	92	58Y	NA	NA	NA	16	0.4054651081081644	0	16
(1994,2001]	OPER_OUT	92	60	NA	NA	NA	2569	0.5033917121536565	0.23147977601804662	2508
(1994,2001]	OPER_OUT	92	65	NA	NA	NA	170	0.4174845345497171	0.07765848264233605	151
(1994,2001]	OPER_OUT	92	70	NA	NA	NA	310	0.4054651081081644	0	31
(1994,2001]	OPER_OUT	92	77	NA	NA	NA	122	0.46817125416407845	0.18815014576944536	119
(1994,2001]	OPER_OUT	92	80	NA	NA	NA	415	0.6462579748877121	0.3552074443766509	397
(1994,2001]	OPER_OUT	92	90	NA	NA	NA	27	0.4054651081081644	0	27
(1994,2001]	OPER_OUT	92	94	NA	NA	NA	46	0.4054651081081644	0	46
(1994,2001]	OPER_OUT	92	96	NA	NA	NA	19	0.5398929038360567	0.231104627154339	17
(1994,2001]	OPER_OUT	92	98	NA	NA	NA	135	0.4092490016175421	0.04396486963692662	60
(1994,2001]	OPER_OUT	92	99	NA	NA	NA	16	0.4373917095935388	0.12770640594149768	8
(1994,2001]	OPER_OUT	93	00	NA	NA	NA	33	0.42094467246470957	0.08892332718729087	27
(1994,2001]	OPER_OUT	93	10	NA	NA	NA	12676	0.4447562582860789	0.15605834373732067	7916
(1994,2001]	OPER_OUT	93	10E	NA	NA	NA	7	0.4054651081081644	0	6
(1994,2001]	OPER_OUT	93	10G	NA	NA	NA	1054	0.4294821605792998	0.12166872225472902	924
(1994,2001]	OPER_OUT	93	10H	NA	NA	NA	30	0.43952014969256376	0.1296006146314145	18
(1994,2001]	OPER_OUT	93	10I	NA	NA	NA	13	0.4447593868593944	0.14167753686993506	12
(1994,2001]	OPER_OUT	93	10K	NA	NA	NA	698	0.4886211113064906	0.2158107529710617	541
(1994,2001]	OPER_OUT	93	10M	NA	NA	NA	20	0.4733712823158241	0.2160204074426676	18
(1994,2001]	OPER_OUT	93	10R	NA	NA	NA	102	0.4054651081081644	0	101
(1994,2001]	OPER_OUT	93	20	NA	NA	NA	18167	0.4779939732393179	0.20218110438346268	11382
(1994,2001]	OPER_OUT	93	20G	NA	NA	NA	255	0.47284347392475484	0.1857041342800175	190
(1994,2001]	OPER_OUT	93	20J	NA	NA	NA	100	0.5857932972489837	0.27063896888655464	94
(1994,2001]	OPER_OUT	93	20L	NA	NA	NA	100	0.4428440902665481	0.15373727324504838	76
(1994,2001]	OPER_OUT	93	20O	NA	NA	NA	204	0.4846799710282555	0.1999399691279923	188
(1994,2001]	OPER_OUT	93	20P	NA	NA	NA	260	0.46061593848062143	0.19973874750913898	174
(1994,2001]	OPER_OUT	93	20T	NA	NA	NA	50	0.4054651081081644	0	48
(1994,2001]	OPER_OUT	93	20U	NA	NA	NA	604	0.5206187499764374	0.23725647588843088	451
(1994,2001]	OPER_OUT	93	20Y	NA	NA	NA	7	0.7454329269203324	0.339532839135665	7
(1994,2001]	OPER_OUT	93	25	NA	NA	NA	20	0.5923600189000829	0.3061651125247649	8
(1994,2001]	OPER_OUT	93	30	NA	NA	NA	25551	0.510010040158831	0.2458301821230187	11949
(1994,2001]	OPER_OUT	93	31	NA	NA	NA	169	0.5498024119014677	0.33214008429165576	119
(1994,2001]	OPER_OUT	93	40	NA	NA	NA	992	0.5535352313386362	0.35634322272824503	488
(1994,2001]	OPER_OUT	93	42	NA	NA	NA	85	0.4234942477704935	0.09481807230201049	40
(1994,2001]	OPER_OUT	93	50	NA	NA	NA	2893	0.4378868298309342	0.14284479933143449	1804
(1994,2001]	OPER_OUT	93	55	NA	NA	NA	3227	0.5319301068363661	0.27278705541902454	1773
(1994,2001]	OPER_OUT	93	57	NA	NA	NA	29	0.8398198393841986	0.21114835094146017	15
(1994,2001]	OPER_OUT	93	58	NA	NA	NA	3492	0.5081447764426767	0.2452614837376022	1203
(1994,2001]	OPER_OUT	93	58V	NA	NA	NA	102	0.44052176856269315	0.12978446878676475	86
(1994,2001]	OPER_OUT	93	58Y	NA	NA	NA	661	0.4301949416339007	0.10972366066419549	159
(1994,2001]	OPER_OUT	93	60	NA	NA	NA	10247	0.486129515579962	0.19929474544890233	2694
(1994,2001]	OPER_OUT	93	65	NA	NA	NA	722	0.4186494556521266	0.09028745405265247	121
(1994,2001]	OPER_OUT	93	70	NA	NA	NA	417	0.419747012420028	0.08828337772348692	63
(1994,2001]	OPER_OUT	93	75	NA	NA	NA	30	0.4224926289003641	0.09326357236276007	7
(1994,2001]	OPER_OUT	93	77	NA	NA	NA	422	0.4465152759466347	0.1647364931317248	365
(1994,2001]	OPER_OUT	93	80	NA	NA	NA	2120	0.5430015886858369	0.2573791536627894	1371
(1994,2001]	OPER_OUT	93	90	NA	NA	NA	223	0.43518931694802776	0.13497174645938395	66
(1994,2001]	OPER_OUT	93	94	NA	NA	NA	28	0.4054651081081644	0	23
(1994,2001]	OPER_OUT	93	96	NA	NA	NA	144	0.42553872168768636	0.10914993028620833	59
(1994,2001]	OPER_OUT	93	98	NA	NA	NA	211	0.42241192974969016	0.0917034981448418	62
(1994,2001]	OPER_OUT	93	99	NA	NA	NA	11	0.4519038011777999	0.15401972066645866	6
(1994,2001]	OPER_OUT	94	00	NA	NA	NA	28	0.4054651081081644	0	28
(1994,2001]	OPER_OUT	94	10	NA	NA	NA	1662	0.7348149414739743	0.4168207618681152	1448
(1994,2001]	OPER_OUT	94	10G	NA	NA	NA	200	0.5265504410984342	0.2787309161166177	169
(1994,2001]	OPER_OUT	94	10K	NA	NA	NA	202	1.1697195916268508	0.4160910251439227	188
(1994,2001]	OPER_OUT	94	20	NA	NA	NA	1582	0.5596999459494262	0.2992713546974021	1360
(1994,2001]	OPER_OUT	94	20G	NA	NA	NA	11	0.9063246515398831	0.4290718062001296	11
(1994,2001]	OPER_OUT	94	20O	NA	NA	NA	10	0.5587127952379616	0.24675221885333976	10
(1994,2001]	OPER_OUT	94	20U	NA	NA	NA	14	0.611936562068962	0.2993401046906584	14
(1994,2001]	OPER_OUT	94	25	NA	NA	NA	15	1.1341127332210539	0.3163442588330399	9
(1994,2001]	OPER_OUT	94	30	NA	NA	NA	915	0.4792847697946673	0.2245940119386577	858
(1994,2001]	OPER_OUT	94	40	NA	NA	NA	105	0.8963639913092516	0.4980235379205148	96
(1994,2001]	OPER_OUT	94	40G	NA	NA	NA	8	1.3971735529662457	0.2087050929539603	8
(1994,2001]	OPER_OUT	94	50	NA	NA	NA	92	0.4737237145972946	0.21495437173794646	86
(1994,2001]	OPER_OUT	94	55	NA	NA	NA	214	0.7754454511447274	0.41580400487398506	192
(1994,2001]	OPER_OUT	94	57	NA	NA	NA	6	0.49060271206916284	0.20854368762760217	6
(1994,2001]	OPER_OUT	94	58	NA	NA	NA	380	0.5325611171133438	0.27324063141006216	291
(1994,2001]	OPER_OUT	94	60	NA	NA	NA	189	0.457567618140745	0.18827314598691208	173
(1994,2001]	OPER_OUT	94	65	NA	NA	NA	52	0.4577006267294411	0.18869148983440723	45
(1994,2001]	OPER_OUT	94	70	NA	NA	NA	29	0.7040708504766181	0.3559838187877941	21
(1994,2001]	OPER_OUT	94	77	NA	NA	NA	82	0.5402404227183921	0.2557081023013264	82
(1994,2001]	OPER_OUT	94	80	NA	NA	NA	122	0.5957437837017201	0.2803832535467594	111
(1994,2001]	OPER_OUT	94	90	NA	NA	NA	39	0.50130865210402	0.23627287903226293	36
(1994,2001]	OPER_OUT	94	94	NA	NA	NA	6	0.4054651081081644	0	6
(1994,2001]	OPER_OUT	94	96	NA	NA	NA	115	0.5606146143586396	0.2795966999583406	108
(1994,2001]	OPER_OUT	95	10	NA	NA	NA	203	0.4628955537671622	0.20389169831445	150
(1994,2001]	OPER_OUT	95	20	NA	NA	NA	373	0.6195301837244992	0.28757482651580113	232
(1994,2001]	OPER_OUT	95	30	NA	NA	NA	9	0.4054651081081644	0	9
(1994,2001]	OPER_OUT	95	50	NA	NA	NA	90	0.411140948372231	0.05384574860922567	50
(1994,2001]	OPER_OUT	95	55	NA	NA	NA	46	0.41657001297264246	0.07531712922210318	38
(1994,2001]	OPER_OUT	95	60	NA	NA	NA	14	0.44195265266287803	0.13652389060838752	13
(1994,2001]	OPER_OUT	95	65	NA	NA	NA	17	0.4355136742120462	0.12389341194465923	13
(1994,2001]	OPER_OUT	95	80	NA	NA	NA	77	0.801451762544646	0.33851021898563177	64
(1994,2001]	OPER_OUT	96	10	NA	NA	NA	578	0.4072326708201574	0.030022516193390112	171
(1994,2001]	OPER_OUT	96	20	NA	NA	NA	573	0.4615651267543291	0.1733217515482613	382
(1994,2001]	OPER_OUT	96	30	NA	NA	NA	610	0.4277895973778971	0.10673133244107648	447
(1994,2001]	OPER_OUT	96	40	NA	NA	NA	40	0.4054651081081644	0	20
(1994,2001]	OPER_OUT	96	50	NA	NA	NA	175	0.41422211880129567	0.06649727923475766	161
(1994,2001]	OPER_OUT	96	55	NA	NA	NA	126	0.6717647749437279	0.35037018836732475	73
(1994,2001]	OPER_OUT	96	58	NA	NA	NA	20	0.45654767048476347	0.15722880950229062	17
(1994,2001]	OPER_OUT	96	60	NA	NA	NA	274	0.40919376229623733	0.04356277318176144	31
(1994,2001]	OPER_OUT	96	80	NA	NA	NA	140	0.4903696732564325	0.2298499286298694	116
(1994,2001]	OPER_OUT	96	98	NA	NA	NA	35	0.44925016157382075	0.14508910770556274	34
(1994,2001]	OPER_OUT	99	10	NA	NA	NA	51	0.41548129680945833	0.0715298947370702	41
(1994,2001]	OPER_OUT	99	20	NA	NA	NA	21	0.6243903754364462	0.2590358696101053	17
(1994,2001]	OPER_OUT	99	77	NA	NA	NA	39	0.4054651081081644	0	34
(1994,2001]	OPER_OUT	99	98	NA	NA	NA	10	0.4054651081081644	0	10
(1994,2001]	OUTPAT	2	00	NA	NA	NA	14	0.4784401972175916	0.18549943913753553	12
(1994,2001]	OUTPAT	2	10	NA	NA	NA	108	0.48091641278334185	0.22168230530517802	106
(1994,2001]	OUTPAT	2	10K	NA	NA	NA	25	0.5210891223262111	0.24388027452035854	25
(1994,2001]	OUTPAT	2	20	NA	NA	NA	16699	0.47751863000351097	0.1919481998730872	14481
(1994,2001]	OUTPAT	2	20G	NA	NA	NA	319	0.4214784505459697	0.08915444733587612	307
(1994,2001]	OUTPAT	2	20J	NA	NA	NA	903	0.4638980245640948	0.16746422211475714	810
(1994,2001]	OUTPAT	2	20L	NA	NA	NA	255	0.4822239024320235	0.1889297276532471	235
(1994,2001]	OUTPAT	2	20O	NA	NA	NA	4811	0.5410420124173696	0.24105620577448397	4450
(1994,2001]	OUTPAT	2	20P	NA	NA	NA	284	0.4306466529416991	0.11078123084903743	270
(1994,2001]	OUTPAT	2	20T	NA	NA	NA	226	0.4054651081081644	0	222
(1994,2001]	OUTPAT	2	20U	NA	NA	NA	730	0.42388097806349617	0.09931132427830554	573
(1994,2001]	OUTPAT	2	20Y	NA	NA	NA	41	0.4054651081081644	0	39
(1994,2001]	OUTPAT	2	30	NA	NA	NA	10321	0.47585665729329313	0.18983402529653745	9443
(1994,2001]	OUTPAT	2	30U	NA	NA	NA	8	0.4054651081081644	0	7
(1994,2001]	OUTPAT	2	31	NA	NA	NA	259	0.48166437993079186	0.19407887803199547	248
(1994,2001]	OUTPAT	2	40	NA	NA	NA	346	0.4799748222090664	0.19007485757355427	317
(1994,2001]	OUTPAT	2	40H	NA	NA	NA	12	0.4054651081081644	0	9
(1994,2001]	OUTPAT	2	40L	NA	NA	NA	8	0.4054651081081644	0	8
(1994,2001]	OUTPAT	2	42	NA	NA	NA	57	0.46819807944784747	0.16915126687399723	55
(1994,2001]	OUTPAT	2	50	NA	NA	NA	4955	0.4682933703409955	0.17963569723976022	3931
(1994,2001]	OUTPAT	2	55	NA	NA	NA	5002	0.5188623907541265	0.22247711726123764	4389
(1994,2001]	OUTPAT	2	58	NA	NA	NA	450	0.45161954630207735	0.14875937647383713	409
(1994,2001]	OUTPAT	2	58V	NA	NA	NA	99	0.42094467246470957	0.08801126895226209	91
(1994,2001]	OUTPAT	2	80	NA	NA	NA	113	0.43402327263977836	0.1377917849536984	111
(1994,2001]	OUTPAT	2	90	NA	NA	NA	46	0.6310875282124306	0.28008741951967303	27
(1994,2001]	OUTPAT	91	00	NA	NA	NA	5560	0.44370877010934573	0.13799878374586097	4256
(1994,2001]	OUTPAT	91	10	NA	NA	NA	57269	0.44276887419555433	0.14996273247957362	33837
(1994,2001]	OUTPAT	91	10G	NA	NA	NA	7	0.4054651081081644	0	7
(1994,2001]	OUTPAT	91	10I	NA	NA	NA	78	0.4185632010252411	0.08126467522396935	54
(1994,2001]	OUTPAT	91	10K	NA	NA	NA	15	0.43952014969256376	0.13189460891077984	14
(1994,2001]	OUTPAT	91	10M	NA	NA	NA	27	0.42438457565505294	0.09830843713008441	21
(1994,2001]	OUTPAT	91	10R	NA	NA	NA	18	0.46222351074883	0.1651912159262123	15
(1994,2001]	OUTPAT	91	20	NA	NA	NA	67494	0.4319479063652009	0.1200583432271826	46941
(1994,2001]	OUTPAT	91	20G	NA	NA	NA	67	0.4054651081081644	0	65
(1994,2001]	OUTPAT	91	20J	NA	NA	NA	85	0.5082952885821108	0.2625074147780861	83
(1994,2001]	OUTPAT	91	20L	NA	NA	NA	342	0.41989172463013846	0.08954555653422126	309
(1994,2001]	OUTPAT	91	20O	NA	NA	NA	1402	0.4572055260696529	0.18099896179505315	1164
(1994,2001]	OUTPAT	91	20P	NA	NA	NA	25	0.42589813305880403	0.10216512475319814	25
(1994,2001]	OUTPAT	91	20T	NA	NA	NA	6	0.4054651081081644	0	6
(1994,2001]	OUTPAT	91	20U	NA	NA	NA	25	0.4054651081081644	0	23
(1994,2001]	OUTPAT	91	20Y	NA	NA	NA	22	0.5832947264255802	0.27497674033859515	20
(1994,2001]	OUTPAT	91	25	NA	NA	NA	604	0.42700438043392985	0.11212860372093372	531
(1994,2001]	OUTPAT	91	30	NA	NA	NA	36708	0.4382558963501034	0.1340641563709058	20153
(1994,2001]	OUTPAT	91	31	NA	NA	NA	171	0.4591646793954129	0.17240333197180746	126
(1994,2001]	OUTPAT	91	32	NA	NA	NA	46	0.4054651081081644	0	31
(1994,2001]	OUTPAT	91	40	NA	NA	NA	13617	0.43302745821939453	0.12405920684327455	8196
(1994,2001]	OUTPAT	91	42	NA	NA	NA	137	0.482494193596785	0.1890949894097517	117
(1994,2001]	OUTPAT	91	50	NA	NA	NA	10867	0.4229341337052986	0.0965519515952392	8445
(1994,2001]	OUTPAT	91	55	NA	NA	NA	11138	0.4190082436192773	0.08284541094094426	8806
(1994,2001]	OUTPAT	91	55B	NA	NA	NA	256	0.4054651081081644	0	171
(1994,2001]	OUTPAT	91	57	NA	NA	NA	14	0.4054651081081644	0	12
(1994,2001]	OUTPAT	91	58	NA	NA	NA	399	0.44340541083539897	0.1444013139271773	366
(1994,2001]	OUTPAT	91	58V	NA	NA	NA	147	0.4829348226296602	0.20872310656761206	130
(1994,2001]	OUTPAT	91	60	NA	NA	NA	4338	0.4222181944034411	0.09383510788640845	3248
(1994,2001]	OUTPAT	91	65	NA	NA	NA	507	0.5062196690087543	0.20346543465203745	346
(1994,2001]	OUTPAT	91	70	NA	NA	NA	11485	0.4449269477226491	0.15232410366096694	4392
(1994,2001]	OUTPAT	91	74	NA	NA	NA	20	0.5923600189000829	0.3061651125247649	19
(1994,2001]	OUTPAT	91	75	NA	NA	NA	85	0.4274527446719195	0.11945837720367984	70
(1994,2001]	OUTPAT	91	77	NA	NA	NA	9179	0.43833722517614365	0.13773210448523254	6912
(1994,2001]	OUTPAT	91	78	NA	NA	NA	19	0.4323506672537428	0.11719143535616224	18
(1994,2001]	OUTPAT	91	80	NA	NA	NA	1665	0.4459577817505479	0.15179747415768366	1110
(1994,2001]	OUTPAT	91	90	NA	NA	NA	27	0.42438457565505294	0.09830843713008441	27
(1994,2001]	OUTPAT	91	96	NA	NA	NA	37	0.5116913822729304	0.3009431885479394	35
(1994,2001]	OUTPAT	91	97	NA	NA	NA	13	0.4447593868593944	0.14167753686993506	11
(1994,2001]	OUTPAT	91	98	NA	NA	NA	957	0.43215401217117333	0.11373035759192093	761
(1994,2001]	OUTPAT	92	00	NA	NA	NA	270	0.4316891217934703	0.13668713690230885	258
(1994,2001]	OUTPAT	92	10	NA	NA	NA	35368	0.43012317580146864	0.11885448835248098	29843
(1994,2001]	OUTPAT	92	10E	NA	NA	NA	232	0.43553926908048807	0.12551873115710319	226
(1994,2001]	OUTPAT	92	10F	NA	NA	NA	18	0.5516367281062801	0.3072828596920203	18
(1994,2001]	OUTPAT	92	10G	NA	NA	NA	651	0.43930570461416346	0.1359248396952725	633
(1994,2001]	OUTPAT	92	10H	NA	NA	NA	66	0.42094467246470957	0.08823665029171975	65
(1994,2001]	OUTPAT	92	10I	NA	NA	NA	65	0.4211828196086564	0.08890194881766175	64
(1994,2001]	OUTPAT	92	10K	NA	NA	NA	396	0.430824095704566	0.11429725179797524	386
(1994,2001]	OUTPAT	92	10M	NA	NA	NA	98	0.42110262720304165	0.08844966635233154	98
(1994,2001]	OUTPAT	92	10R	NA	NA	NA	564	0.4420960838237386	0.14518935153789062	561
(1994,2001]	OUTPAT	92	20	NA	NA	NA	57773	0.4214550301390767	0.09098347252070874	47177
(1994,2001]	OUTPAT	92	20G	NA	NA	NA	547	0.42537270764849755	0.10409223071520673	539
(1994,2001]	OUTPAT	92	20J	NA	NA	NA	581	0.4174740673948754	0.08057378824275913	578
(1994,2001]	OUTPAT	92	20L	NA	NA	NA	159	0.4204322447854296	0.09629607903193965	158
(1994,2001]	OUTPAT	92	20O	NA	NA	NA	2068	0.4258770708005068	0.10279518787957478	2003
(1994,2001]	OUTPAT	92	20P	NA	NA	NA	368	0.4204696991826678	0.09998108345716401	363
(1994,2001]	OUTPAT	92	20T	NA	NA	NA	270	0.411140948372231	0.05364520508712489	269
(1994,2001]	OUTPAT	92	20U	NA	NA	NA	854	0.43993969622715073	0.1333347282299018	835
(1994,2001]	OUTPAT	92	20V	NA	NA	NA	16	0.4373917095935388	0.12770640594149768	16
