EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,RESEPTISTATUS,Frequency,DIS_AMOUNT_CALC_TXT,Frequency,DIS_AMT_VALUE,Frequency,DIS_AMOUNT_TXT,Frequency,DIS_AMT_UNIT,Frequency,DELIVERY_FEE,Frequency,MED_EXCHANGED,Frequency,DOSE_DISTRIBUTION,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE1,Frequency,PRODUCT_CODE2,Frequency,PRODUCT_CODE3,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency
,,2020-02-06,166,,,,,,,,,,,,,,,17.08,237,,,,,S01EC54,84,,,148586,229,,,,,,,SIMPONI,216,160/25 mg,91
,,2023-09-09,166,,,,,,,,,,,,,,,11.08,237,,,,,N05AF05,84,,,031429,228,,,,,,,TAVANIC,215,300/0,5 mg,91
,,2023-04-02,166,,,,,,,,,,,,,,,31.97,235,,,,,J05AH02,84,,,005064,228,,,,,,,ATACAND,214,27.5MIKROG/SUIHKE,91
,,2019-05-16,166,,,,,,,,,,,,,,,2.75,235,,,,,C10BA06,84,,,117590,228,,,,,,,ATORVASTATIN KRKA,213,2/5 MG/ML,90
,,2021-11-28,166,,,,,,,,,,,,,,,23.99,235,,,,,N02CD03,83,,,122952,228,,,,,,,GESTINYL,213,0.25 MG,90
,,2021-11-08,166,,,,,,,,,,,,,,,22.97,234,,,,,A10BX09,82,,,589143,228,,,,,,,ENANTON DEPOT DUAL,213,200MCG/ANN,90
,,2021-11-12,166,,,,,,,,,,,,,,,30.13,234,,,,,L04AX07,82,,,034124,228,,,,,,,TAMOFEN,211,60_MG,90
,,2023-12-24,166,,,,,,,,,,,,,,,2.45,234,,,,,D10AF01,82,,,537305,227,,,,,,,CORDARONE,211,12 MIKROG/ANNOS,90
,,2020-07-22,166,,,,,,,,,,,,,,,1.33,234,,,,,G03GA05,81,,,458349,226,,,,,,,CANDESARTAN KRKA,210,25 MIKROG/24 H,89
,,2023-03-05,166,,,,,,,,,,,,,,,53.0,233,,,,,D06BB10,79,,,135969,226,,,,,,,VOLTAREN,210,55 MIKROG/ANNOS,89
,,2022-02-19,166,,,,,,,,,,,,,,,13.52,233,,,,,G03AA13,78,,,190322,226,,,,,,,LIBRAX,210,240 MG,89
,,2023-06-11,166,,,,,,,,,,,,,,,44.1,233,,,,,G04BD04,76,,,501950,226,,,,,,,DAIVOBET,209,37,5/325 MG,89
,,2022-11-04,166,,,,,,,,,,,,,,,12.31,233,,,,,L04AC05,76,,,053461,225,,,,,,,NOVORAPID PENFILL,209,50/850 MG,89
,,2021-11-01,166,,,,,,,,,,,,,,,8.59,232,,,,,N02CC02,75,,,082040,225,,,,,,,PARACETAMOL-RATIOPHARM,208,20 mg/annos,88
,,2020-09-10,166,,,,,,,,,,,,,,,12.2,231,,,,,D01AE15,74,,,554071,222,,,,,,,EZETIMIB KRKA,207,300 MG EI GS EPILEPSIA,88
,,2021-12-02,166,,,,,,,,,,,,,,,21.81,231,,,,,G04BD07,73,,,057467,222,,,,,,,DUROGESIC,206,5/1000 mg,87
,,2022-01-17,166,,,,,,,,,,,,,,,12.39,229,,,,,G03AA16,73,,,584896,222,,,,,,,FUCITHALMIC,206,1/2 mg/g,86
,,2023-08-08,166,,,,,,,,,,,,,,,21.39,228,,,,,A04AD01,73,,,572280,222,,,,,,,AQUALAN PLUS,205,0,120/0,015 mg/24 h,86
,,2023-08-14,166,,,,,,,,,,,,,,,54.28,228,,,,,M05BA06,73,,,099753,221,,,,,,,ASA-RATIOPHARM,205,7.5 mg,85
,,2021-08-03,166,,,,,,,,,,,,,,,12.7,227,,,,,L04AX05,71,,,193789,221,,,,,,,TOUJEO,204,300 mikrog,85
,,2021-03-25,165,,,,,,,,,,,,,,,5.11,227,,,,,J06BA01,70,,,108953,221,,,,,,,ARIPIPRAZOL KRKA,203,2/10 mg/ml,85
,,2021-03-19,165,,,,,,,,,,,,,,,8.88,226,,,,,A01AA03,70,,,136595,220,,,,,,,NORGESIC,202,23.2 MG/G,85
,,2023-07-03,165,,,,,,,,,,,,,,,20.39,225,,,,,C07BB02,70,,,591443,220,,,,,,,QLAIRA,201,55 mikrog/annos,85
,,2023-11-30,165,,,,,,,,,,,,,,,8.32,225,,,,,R03BB07,69,,,017213,219,,,,,,,BUPRENORPHINE SANDOZ,200,0,35 MG,84
,,2019-11-05,165,,,,,,,,,,,,,,,15.0,224,,,,,A10BX02,69,,,450361,219,,,,,,,DILZEM,200,160/4.5 MIKROG/ANNOS,84
,,2019-11-11,165,,,,,,,,,,,,,,,85.14,224,,,,,N06AG02,69,,,446930,219,,,,,,,BYDUREON,199,3 mg/ml+0,25 mg/ml,84
,,2020-03-16,165,,,,,,,,,,,,,,,29.93,223,,,,,L02AE04,68,,,395385,218,,,,,,,YA D-VITAMIINI 20 MIKROG,199,20/10 MG/G,84
,,2021-06-30,165,,,,,,,,,,,,,,,13.37,223,,,,,J07BC01,68,,,587345,218,,,,,,,ARANESP,198,32/12,5 MG,84
,,2023-09-15,165,,,,,,,,,,,,,,,46.75,222,,,,,L02BG03,68,,,048858,218,,,,,,,RYBELSUS,197,20 MIKROG/24 H,84
,,2023-01-22,165,,,,,,,,,,,,,,,6.26,221,,,,,D01AC02,67,,,524701,217,,,,,,,HUMEKTAN,197,10/160 MG,83
,,2023-04-10,165,,,,,,,,,,,,,,,7.08,220,,,,,N05CD02,65,,,106120,216,,,,,,,TELMISARTAN RATIOPHARM,197,160/500 mg,83
,,2018-10-04,165,,,,,,,,,,,,,,,26.19,220,,,,,B03AA07,65,,,455440,214,,,,,,,ZITHROMAX,196,667 mg/ml,83
,,2022-08-29,165,,,,,,,,,,,,,,,1.53,220,,,,,L04AB05,65,,,486276,214,,,,,,,LECROLYN,196,11,25 MG,83
,,2019-12-30,165,,,,,,,,,,,,,,,18.97,219,,,,,L04AX04,65,,,029426,214,,,,,,,TAPTIQOM,195,0,3 mg/ml,83
,,2023-03-29,165,,,,,,,,,,,,,,,15.46,219,,,,,G03AA07,64,,,007009,213,,,,,,,ZOVIRAX,195,10 MG/ML+5 MG/ML,83
,,2019-09-30,165,,,,,,,,,,,,,,,4.43,219,,,,,S01EC01,64,,,186611,213,,,,,,,SILDENAFIL PFIZER,195,0,03/3 mg,82
,,2023-02-17,165,,,,,,,,,,,,,,,10.08,218,,,,,A11EB,64,,,481473,213,,,,,,,PANADOL,194,2%,82
,,2023-02-24,165,,,,,,,,,,,,,,,10.99,218,,,,,M05BB03,62,,,383976,212,,,,,,,CARBALAN,193,80_MG,82
,,2023-02-23,165,,,,,,,,,,,,,,,19.35,218,,,,,A06AB08,62,,,040267,212,,,,,,,CHAMPIX,193,595 MG,82
,,2023-05-07,165,,,,,,,,,,,,,,,8.23,218,,,,,M03AX01,62,,,059205,212,,,,,,,SIMVASTATIN ACTAVIS,192,27.5_MIKROG/SUIHKE,82
,,2022-07-20,165,,,,,,,,,,,,,,,10.35,217,,,,,A04AD12,61,,,560121,211,,,,,,,ALFUZOSIN HYDROCHLORID RATIOPHARM,192,1.5 MG,82
,,2020-09-09,165,,,,,,,,,,,,,,,19.81,216,,,,,C09BB02,61,,,063651,211,,,,,,,GANFORT,191,75 MG EI GS NEUROP. KIPU TAI EPILEPSIA,81
,,2021-12-26,165,,,,,,,,,,,,,,,8.87,216,,,,,G03DA02,61,,,161462,210,,,,,,,CYPRETYL,191,0,5/20 MG/G,81
,,2021-12-31,165,,,,,,,,,,,,,,,3.1,216,,,,,A10AD05,61,,,583491,209,,,,,,,PRAVASTATIN ORION,191,1,5 milj.IU,80
,,2020-12-21,164,,,,,,,,,,,,,,,12.76,216,,,,,M01AG02,60,,,093948,209,,,,,,,OTIBORIN FORTE,190,500_MG/400_IU,80
,,2017-12-21,164,,,,,,,,,,,,,,,22.37,215,,,,,C01BD07,60,,,007190,208,,,,,,,NEOPROCT,190,10/10 mg,80
,,2017-12-02,164,,,,,,,,,,,,,,,9.17,215,,,,,G03GA08,60,,,067579,208,,,,,,,NITRO,190,0,3 MG/ML,80
,,2023-09-26,164,,,,,,,,,,,,,,,9.72,215,,,,,N05BA02,59,,,472092,207,,,,,,,DECUBAL CLINIC CREME,189,16MG,80
,,2023-09-30,164,,,,,,,,,,,,,,,11.61,215,,,,,C09BX01,58,,,450775,207,,,,,,,NEUROBION FORTE,188,184/22 MIKROG/ANNOS,79
,,2022-12-03,164,,,,,,,,,,,,,,,10.05,214,,,,,C09CA02,58,,,529828,207,,,,,,,FEMOSTON CONTI,188,250/10 MIKROG/ANNOS,79
,,2021-04-14,164,,,,,,,,,,,,,,,9.61,214,,,,,S01AE01,57,,,108931,207,,,,,,,PRECOSA,187,50 MG/ANNOS,79
,,2023-01-14,164,,,,,,,,,,,,,,,5.13,214,,,,,C07AG01,57,,,018532,206,,,,,,,LOPEX,186,20 MIKROG,78
,,2022-08-23,164,,,,,,,,,,,,,,,2.23,214,,,,,N02AJ08,55,,,093021,204,,,,,,,ORAMET,186,0,3 mg/ml+5 mg/ml,78
,,2021-11-26,164,,,,,,,,,,,,,,,8.74,213,,,,,N02AA01,55,,,097790,204,,,,,,,TRUXAL,185,20MG/12.5MG,78
,,2021-11-22,164,,,,,,,,,,,,,,,8.99,213,,,,,L03AB07,55,,,477362,203,,,,,,,GABAPENTIN ACTAVIS,185,120MG,78
,,2021-11-20,164,,,,,,,,,,,,,,,6.98,213,,,,,S01FA06,55,,,153483,203,,,,,,,RETAFYLLIN,185,5/160 mg,77
,,2019-12-16,164,,,,,,,,,,,,,,,14.83,213,,,,,N06AA04,55,,,020847,202,,,,,,,AZITHROMYCIN ORION,185,100000 IU/ML,77
,,2020-07-14,164,,,,,,,,,,,,,,,25.53,213,,,,,R03AL02,54,,,090953,202,,,,,,,FML LIQUIFILM,185,20/12.5_MG,77
,,2018-12-09,164,,,,,,,,,,,,,,,2.26,213,,,,,L04AA24,54,,,465078,202,,,,,,,OXYRATIO,184,100/25mg,77
,,2019-03-28,164,,,,,,,,,,,,,,,16.21,212,,,,,D06BB03,54,,,563569,202,,,,,,,SPIRIX,184,0.6 MG/G,77
,,2022-07-29,164,,,,,,,,,,,,,,,6.78,212,,,,,N05AE04,54,,,010168,202,,,,,,,DUOCORT,184,45 MG,77
,,2022-04-01,164,,,,,,,,,,,,,,,2.87,212,,,,,H01AC01,53,,,417463,201,,,,,,,NASOFAN,184,5/2.5 MG,76
,,2023-08-04,164,,,,,,,,,,,,,,,35.86,212,,,,,A01AB09,53,,,001008,201,,,,,,,COVERAM,184,500 MIKROG/ANNOS,76
,,2023-08-19,164,,,,,,,,,,,,,,,16.27,211,,,,,H01CC01,53,,,454268,201,,,,,,,XALATAN,183,20 MG/ML+5 MG/ML,76
,,2022-10-30,163,,,,,,,,,,,,,,,19.19,210,,,,,C09DA02,53,,,052081,200,,,,,,,BAKLOFEN MYLAN,183,5_MG/ML,75
,,2022-09-17,163,,,,,,,,,,,,,,,16.73,210,,,,,A06AH03,53,,,005926,200,,,,,,,PROTOPIC,183,40/12,5 MG,75
,,2023-07-02,163,,,,,,,,,,,,,,,8.7,208,,,,,N06AA06,53,,,182559,200,,,,,,,ALPROX,182,1/0.5 MG,75
,,2023-07-17,163,,,,,,,,,,,,,,,20.68,207,,,,,S01BC03,53,,,005963,199,,,,,,,CELLCEPT,182,50 mikrog/g,75
,,2022-06-06,163,,,,,,,,,,,,,,,15.87,207,,,,,G03DC03,53,,,442936,198,,,,,,,ARAVA,182,0,0625 MG,75
,,2019-11-08,163,,,,,,,,,,,,,,,12.28,207,,,,,N03AX15,52,,,466153,197,,,,,,,BISOPROLOL VITABALANS,180,100 MG KORV ENINT 6 HOITOANN/KK,75
,,2021-06-09,163,,,,,,,,,,,,,,,16.97,206,,,,,N07XX09,51,,,523937,197,,,,,,,RISPERIDON SANDOZ,180,10/10 MG/G,75
,,2019-07-11,163,,,,,,,,,,,,,,,6.33,206,,,,,R03DX07,51,,,560698,197,,,,,,,ALENDRONAT MYLAN,180,0.2 MG,74
,,2023-10-08,163,,,,,,,,,,,,,,,3.6,206,,,,,A10BD11,50,,,030674,197,,,,,,,DUPHALAC,179,47.5_MG,74
,,2023-10-01,163,,,,,,,,,,,,,,,2.15,205,,,,,List truncated...,,,,175919,196,,,,,,,DIURAMIN MITE,179,2,4 MCG/0,5 ML,74
,,2023-10-12,163,,,,,,,,,,,,,,,11.54,205,,,,,,,,,001115,195,,,,,,,DOLAN,178,9,5 mg/24 h,73
,,2023-10-30,163,,,,,,,,,,,,,,,13.3,204,,,,,,,,,553784,195,,,,,,,AMITRID MITE,178,200 U/ml,73
,,2021-10-26,163,,,,,,,,,,,,,,,15.05,204,,,,,,,,,535488,195,,,,,,,PARAMAX FORTE,178,16MG/12.5MG,73
,,2021-09-17,163,,,,,,,,,,,,,,,1.65,204,,,,,,,,,192444,193,,,,,,,DASSELTA,176,18 MG,73
,,2021-10-05,163,,,,,,,,,,,,,,,11.5,203,,,,,,,,,013767,193,,,,,,,DIVIGEL,175,50 mikrog/24 h,73
,,2021-09-22,163,,,,,,,,,,,,,,,33.85,203,,,,,,,,,021617,192,,,,,,,LATANOPROST PFIZER,175,1/30 MG/G,73
,,2023-01-01,163,,,,,,,,,,,,,,,18.37,203,,,,,,,,,003870,192,,,,,,,MOMETASON ORION,175,10MG/G,73
,,2023-04-08,163,,,,,,,,,,,,,,,8.42,203,,,,,,,,,384407,192,,,,,,,NITROSID RETARD,174,145 MG,72
,,2020-08-20,163,,,,,,,,,,,,,,,15.01,203,,,,,,,,,047523,192,,,,,,,ESCITALOPRAM SANDOZ,174,140 mg,72
,,2022-08-08,163,,,,,,,,,,,,,,,24.37,203,,,,,,,,,067728,192,,,,,,,HIPREX,173,25/100 MG,72
,,2021-11-27,163,,,,,,,,,,,,,,,24.05,203,,,,,,,,,188485,191,,,,,,,XYZAL,172,0.5 MG/ANNOS,72
,,2021-11-07,163,,,,,,,,,,,,,,,19.66,202,,,,,,,,,575290,191,,,,,,,OVIXAN,172,2,5/120 mg,72
,,2023-03-09,163,,,,,,,,,,,,,,,15.66,202,,,,,,,,,438416,191,,,,,,,MADOPAR,172,40 mikrog/ml + 5 mg/ml,71
,,2019-10-18,163,,,,,,,,,,,,,,,39.42,202,,,,,,,,,149386,191,,,,,,,TOPIMAX,171,80/25 mg,71
,,2023-02-18,163,,,,,,,,,,,,,,,16.77,201,,,,,,,,,590078,191,,,,,,,INSPIOLTO RESPIMAT,170,1/5 mg,71
,,2023-02-07,163,,,,,,,,,,,,,,,5.15,201,,,,,,,,,154633,190,,,,,,,TERRA-CORTRIL-P,170,25/125 MIKROG/ANNOS,71
,,2019-06-21,163,,,,,,,,,,,,,,,5.18,201,,,,,,,,,469163,189,,,,,,,VAGIDONNA,169,25/250 MCG/ANN,70
,,2021-12-18,163,,,,,,,,,,,,,,,116.55,201,,,,,,,,,081250,189,,,,,,,ACIDAL,169,4,6 mg/24 h,70
,,2022-04-11,163,,,,,,,,,,,,,,,18.54,200,,,,,,,,,166989,188,,,,,,,EPIPEN,168,0,25 MG/ANNOS,70
,,2020-01-28,163,,,,,,,,,,,,,,,40.34,200,,,,,,,,,561010,188,,,,,,,ENTOCORT,168,0.1MG/DOS,70
,,2022-01-12,163,,,,,,,,,,,,,,,5.34,200,,,,,,,,,116988,187,,,,,,,LIPITOR,168,75MIKROG,70
,,2020-08-07,162,,,,,,,,,,,,,,,5.86,200,,,,,,,,,013557,187,,,,,,,VELMETIA,167,2.5/1.5 MG,70
,,2022-01-25,162,,,,,,,,,,,,,,,48.83,200,,,,,,,,,008050,187,,,,,,,DUTASTERIDE/TAMSULOSIN ORION,167,0,5/20 mg/g,70
,,2022-10-21,162,,,,,,,,,,,,,,,17.63,199,,,,,,,,,394965,187,,,,,,,METOJECT,167,1/2,5 MG,70
,,2022-09-09,162,,,,,,,,,,,,,,,5.66,199,,,,,,,,,156506,187,,,,,,,VALSARTAN ACTAVIS,167,4,5 mg,70
,,2022-09-16,162,,,,,,,,,,,,,,,121.52,199,,,,,,,,,024333,186,,,,,,,LEVODOPA/CARBIDOPA/ENTACAPONE ORION,167,18 mikrog,69
,,2022-09-10,162,,,,,,,,,,,,,,,13.41,199,,,,,,,,,019669,186,,,,,,,YASMINELLE,167,100MIKROG/DOS,69
,,2022-06-10,162,,,,,,,,,,,,,,,7.54,198,,,,,,,,,009841,186,,,,,,,OCULAC,166,160MG,69
,,2023-11-07,162,,,,,,,,,,,,,,,5.44,198,,,,,,,,,390825,186,,,,,,,FEMOSTON CONTI 0.5/2.5,166,20 MG/ML,69
,,2017-12-26,162,,,,,,,,,,,,,,,6.0,198,,,,,,,,,012869,186,,,,,,,METOPROLIN,166,25/125 mikrog/annos,69
,,2017-12-08,162,,,,,,,,,,,,,,,4.93,198,,,,,,,,,141094,185,,,,,,,NEOPROCT YHDISTELMÄPAKKAUS,166,120_MG,69
,,2019-11-25,162,,,,,,,,,,,,,,,3.21,198,,,,,,,,,418108,185,,,,,,,CREON 25 000,165,250MIKROG/DOS,69
,,2021-06-21,162,,,,,,,,,,,,,,,24.91,198,,,,,,,,,571137,185,,,,,,,TRELEGY ELLIPTA,165,95_MG,68
,,2021-06-03,162,,,,,,,,,,,,,,,81.92,197,,,,,,,,,163263,184,,,,,,,ENTRESTO,165,0,5 mg/ml,68
,,2023-10-22,162,,,,,,,,,,,,,,,20.43,197,,,,,,,,,395404,184,,,,,,,GRANISETRON STADA,165,2.5_MIKROG,68
,,2023-10-29,162,,,,,,,,,,,,,,,43.43,197,,,,,,,,,462792,184,,,,,,,ATENBLOCK,164,20/50 mikrog/annos,68
,,2022-03-12,162,,,,,,,,,,,,,,,18.81,197,,,,,,,,,009490,184,,,,,,,DUTASTERIDE RATIOPHARM,164,1_MILJ._IU,68
,,2019-08-29,162,,,,,,,,,,,,,,,15.71,197,,,,,,,,,079734,184,,,,,,,DUOTRAV,164,5/12.5 MG,67
,,2021-04-29,162,,,,,,,,,,,,,,,11.18,197,,,,,,,,,024263,183,,,,,,,ZOLMITRIPTAN SANDOZ,164,20/10 mg/g,67
,,2023-04-06,162,,,,,,,,,,,,,,,19.04,196,,,,,,,,,073805,183,,,,,,,BISOPROACT,164,875MG/125MG,67
,,2023-04-27,162,,,,,,,,,,,,,,,19.99,196,,,,,,,,,545176,183,,,,,,,CETIMAX,163,0.5 MG/G,67
,,2022-05-23,162,,,,,,,,,,,,,,,10.62,195,,,,,,,,,422425,182,,,,,,,BISOPROLOL KRKA,163,45 mg,66
,,2022-05-09,162,,,,,,,,,,,,,,,8.03,195,,,,,,,,,025294,182,,,,,,,ANNOSJAKELU D-VITAMIINI 20 MIKROG APPELSIINI,163,36 mg,66
,,2019-12-07,162,,,,,,,,,,,,,,,2.09,195,,,,,,,,,388898,181,,,,,,,LUMIGAN,162,50/250MCG/ANN,66
,,2018-08-31,162,,,,,,,,,,,,,,,2.66,195,,,,,,,,,021855,181,,,,,,,SYNJARDY,161,12,5/50 mg,66
,,2021-07-03,162,,,,,,,,,,,,,,,24.35,195,,,,,,,,,049134,181,,,,,,,DEXAMETASON ABCUR,161,20 mg/ml,66
,,2021-07-08,162,,,,,,,,,,,,,,,12.68,195,,,,,,,,,384410,181,,,,,,,DEXAMETASON,160,5MG/ML,66
,,2023-03-08,162,,,,,,,,,,,,,,,21.19,194,,,,,,,,,172163,181,,,,,,,CETRAXAL COMP,160,0.088 MG,66
,,2018-12-01,162,,,,,,,,,,,,,,,15.31,194,,,,,,,,,436030,181,,,,,,,LENZETTO,160,92/22 MIKROG/ANNOS,66
,,2023-06-07,162,,,,,,,,,,,,,,,5.76,194,,,,,,,,,010630,180,,,,,,,VIMPAT,160,4500 ANTI-XA IU,66
,,2022-11-14,162,,,,,,,,,,,,,,,1.75,194,,,,,,,,,405076,179,,,,,,,ADVAGRAF,159,1440 ELISA U/ML,66
,,2020-11-25,162,,,,,,,,,,,,,,,17.45,193,,,,,,,,,540294,179,,,,,,,TRAMPALGIN,159,50 MG/0,5 ML,65
,,2023-05-11,162,,,,,,,,,,,,,,,39.99,193,,,,,,,,,597764,179,,,,,,,COTRIM FORTE,159,1 MG + 1/1 MG,65
,,2022-04-19,162,,,,,,,,,,,,,,,22.49,192,,,,,,,,,005623,179,,,,,,,MEDIKINET CR,158,16_MG,65
,,2022-04-18,162,,,,,,,,,,,,,,,7.49,192,,,,,,,,,561423,178,,,,,,,HIPEKSAL,158,2,4 MIKROG/0,5 ML,65
,,2021-12-09,162,,,,,,,,,,,,,,,6.19,192,,,,,,,,,172187,178,,,,,,,CRESTOR,157,1/2 MG/G,64
,,2018-05-31,162,,,,,,,,,,,,,,,6.3,192,,,,,,,,,534263,177,,,,,,,DOXAL,157,100_MIKROG/ANNOS,64
,,2021-08-06,162,,,,,,,,,,,,,,,1.61,192,,,,,,,,,573878,177,,,,,,,FUSIDIC ACID ORIFARM,156,125 MG,64
,,2021-03-04,161,,,,,,,,,,,,,,,21.53,191,,,,,,,,,067686,177,,,,,,,OPTIPAR,154,40/50 MG,64
,,2021-03-08,161,,,,,,,,,,,,,,,15.15,191,,,,,,,,,379058,176,,,,,,,SERTRALIN RATIOPHARM,154,10 mg/ml+5 mg/ml,64
,,2020-12-01,161,,,,,,,,,,,,,,,12.81,191,,,,,,,,,140132,176,,,,,,,AQUALAN DUO,154,50/850 mg,64
,,2023-11-11,161,,,,,,,,,,,,,,,35.68,191,,,,,,,,,402917,176,,,,,,,FELODIPIN HEXAL,153,90_MG,64
,,2023-11-25,161,,,,,,,,,,,,,,,20.63,189,,,,,,,,,022500,176,,,,,,,SIRDALUD RETARD,153,100000 IU/ml,64
,,2017-12-16,161,,,,,,,,,,,,,,,96.89,189,,,,,,,,,591979,176,,,,,,,GALANTAMIN ORION,153,0.5 %,64
,,2020-03-08,161,,,,,,,,,,,,,,,11.64,189,,,,,,,,,095507,176,,,,,,,AZARGA,153,50/500 mikrog/g,64
,,2020-03-24,161,,,,,,,,,,,,,,,15.19,188,,,,,,,,,413225,176,,,,,,,ETALPHA,152,16/12.5_MG,63
,,2021-06-08,161,,,,,,,,,,,,,,,6.6,188,,,,,,,,,024346,175,,,,,,,OFTAN C-C,152,184/22 MCG/ANN,63
,,2023-10-07,161,,,,,,,,,,,,,,,14.84,188,,,,,,,,,172434,175,,,,,,,DICLOMEX RAPID,152,10_MG/G,63
,,2021-10-17,161,,,,,,,,,,,,,,,25.88,188,,,,,,,,,467563,175,,,,,,,VERPAMIL,150,35 MG,63
,,2021-10-29,161,,,,,,,,,,,,,,,2.95,188,,,,,,,,,389460,175,,,,,,,HUMALOG,150,200 MG/G,63
,,2021-09-08,161,,,,,,,,,,,,,,,19.05,187,,,,,,,,,450353,175,,,,,,,LOCACORTEN-VIOFORM,150,25 MIKROG/H,63
,,2020-05-19,161,,,,,,,,,,,,,,,16.12,187,,,,,,,,,030620,175,,,,,,,HYPROSAN,150,125 mg,63
,,2023-01-03,161,,,,,,,,,,,,,,,4.56,187,,,,,,,,,025024,173,,,,,,,MEMANTINE MERZ,149,125/5 MIKROG/ANNOS,63
,,2018-10-05,161,,,,,,,,,,,,,,,4.88,187,,,,,,,,,116160,173,,,,,,,GABAPENTIN SANDOZ,149,1MG/ML,63
,,2023-04-22,161,,,,,,,,,,,,,,,2.11,187,,,,,,,,,081931,173,,,,,,,OXYCONTIN DEPOT,149,100MG/ML,62
,,2022-08-24,161,,,,,,,,,,,,,,,7.89,186,,,,,,,,,066588,173,,,,,,,ADURSAL,148,0,25 mikrog,62
,,2022-05-28,161,,,,,,,,,,,,,,,16.65,186,,,,,,,,,153895,172,,,,,,,PRIMOLUT N,148,240 mg,62
,,2023-03-03,161,,,,,,,,,,,,,,,11.58,186,,,,,,,,,107109,172,,,,,,,PANTOPRAZOL KRKA,148,250_MIKROG/ANNOS,62
,,2022-11-10,161,,,,,,,,,,,,,,,10.9,185,,,,,,,,,081159,172,,,,,,,AKYNZEO,147,190 mg,62
,,2020-11-16,161,,,,,,,,,,,,,,,10.21,185,,,,,,,,,490174,172,,,,,,,CIPROFLOXACIN ORION,147,40/12,5 mg,61
,,2020-11-03,161,,,,,,,,,,,,,,,12.5,185,,,,,,,,,527051,172,,,,,,,ONDANSETRON STADA,146,50/250 MCG/ANN,61
,,2018-11-27,161,,,,,,,,,,,,,,,5.9,185,,,,,,,,,036475,172,,,,,,,TOVIAZ,146,32/25 mg,61
,,2023-02-25,161,,,,,,,,,,,,,,,14.52,185,,,,,,,,,046724,171,,,,,,,ABILIFY,146,0,5 MG/ML,61
,,2022-07-17,161,,,,,,,,,,,,,,,14.33,185,,,,,,,,,537928,171,,,,,,,PROGRAF,145,1 mg/ml + 5 mg/ml,61
,,2022-04-21,161,,,,,,,,,,,,,,,14.45,185,,,,,,,,,495151,170,,,,,,,OXYCODONE RATIOPHARM,145,12,5/1000 mg,61
,,2023-08-12,161,,,,,,,,,,,,,,,13.17,185,,,,,,,,,075524,170,,,,,,,PROTAPHANE FLEXPEN,144,320/9 MIKROG/ANNOS,61
,,2021-08-28,161,,,,,,,,,,,,,,,19.84,184,,,,,,,,,402807,169,,,,,,,DIUREX,142,0.02MG/3MG,61
,,2021-08-13,161,,,,,,,,,,,,,,,18.52,184,,,,,,,,,124339,169,,,,,,,LUGESTERON,142,160/800 MG,60
,,2022-10-13,160,,,,,,,,,,,,,,,18.49,184,,,,,,,,,482646,169,,,,,,,OXIS TURBUHALER,142,1/40 MG,60
,,2020-12-05,160,,,,,,,,,,,,,,,55.04,184,,,,,,,,,106617,169,,,,,,,RIVASTIGMIN ORION,142,25 MG EI GS NEUROP. KIPU TAI EPILEPSIA,60
,,2022-10-09,160,,,,,,,,,,,,,,,42.17,184,,,,,,,,,047322,169,,,,,,,DESOGESTREL RATIOPHARM,141,0,2/10 MG/ML,60
,,2022-09-18,160,,,,,,,,,,,,,,,11.82,184,,,,,,,,,043318,168,,,,,,,ULTRACORTENOL,141,75_MIKROG,60
,,2018-07-20,160,,,,,,,,,,,,,,,10.51,183,,,,,,,,,478115,168,,,,,,,COMFORA,141,1/2,5 mg,60
,,2022-03-17,160,,,,,,,,,,,,,,,5.65,183,,,,,,,,,085860,168,,,,,,,DOXEPIN (TÖYSÄ/SOPIMUSVALMISTUSTUOTE),140,8/60MG,60
,,2022-03-16,160,,,,,,,,,,,,,,,23.95,183,,,,,,,,,188829,168,,,,,,,MIRENA,140,30/400 mg/ml,60
,,2022-03-21,160,,,,,,,,,,,,,,,35.53,183,,,,,,,,,462175,168,,,,,,,ELIDEL,140,1,5 MILJ IU,59
,,2022-12-09,160,,,,,,,,,,,,,,,149.59,182,,,,,,,,,529090,166,,,,,,,CAPECITABINE ORION,139,0,05 %,59
,,2021-09-20,160,,,,,,,,,,,,,,,19.28,182,,,,,,,,,396683,166,,,,,,,DESLORATADIN ORION,139,1,5 MILJ.IU,59
,,2018-06-10,160,,,,,,,,,,,,,,,32.37,182,,,,,,,,,008641,166,,,,,,,TASMINETTA,139,4 g,58
,,2019-08-13,160,,,,,,,,,,,,,,,156.14,182,,,,,,,,,155457,166,,,,,,,NAPROMEX,138,10/95 MG,58
,,2023-01-11,160,,,,,,,,,,,,,,,37.66,182,,,,,,,,,088361,166,,,,,,,CANDEMOX COMP,138,400MIKROG/DOS,58
,,2023-01-24,160,,,,,,,,,,,,,,,25.9,181,,,,,,,,,589028,166,,,,,,,BEMETSON-K,138,0,5/2,5 mg,58
,,2021-11-19,160,,,,,,,,,,,,,,,21.22,181,,,,,,,,,470039,165,,,,,,,OXYCODONE/NALOXONE RATIOPHARM,138,37,5 MIKROG/24 H,58
