EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,DOC_TYPE_CODE,Frequency,DOC_VERSION,Frequency,TYPE_1_AMOUNT,Frequency,TYPE_1_SIZE,Frequency,TYPE_2_AMOUNT,Frequency,TYPE_2_SIZE_UNIT,Frequency,TYPE_3_TIME,Frequency,TYPE_3_UNIT,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE,Frequency,RESEPTISTATUS,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency,RENEWAL_BAN,Frequency,MED_EXCHANGE_BAN,Frequency,DOSE_DISTRIBUTION,Frequency,ORGANIZATION_OID_SALATTU,Frequency,ERIKOISALA_CODE,Frequency
,,2017-12-02,153,,,,,,,,,,,,,,,,,,,,,R01AX06,212,,,1102,269,,,,,FLIXOTIDE EVOHALER,321,30 MU/0,5 ml,71,,,,,,,10E85D7DFE27872B11C716F77E7D79CE,252,,
,,2021-06-09,153,,,,,,,,,,,,,,,,,,,,,A12AA04,210,,,15095,269,,,,,ATORVASTATIN ACCORD,319,60 mg/ml,70,,,,,,,BE6B6CB9E44CF03C6A7743F6EE2613CF,252,,
,,2018-03-26,153,,,,,,,,,,,,,,,,,,,,,B03BA01,206,,,135269,269,,,,,DEXAMETASON,318,250 mikrog/0,5 ml,70,,,,,,,AEA7E63F9B114FC65E940CE6029A6A54,251,,
,,2021-01-26,153,,,,,,,,,,,,,,,,,,,,,J07BC02,202,,,7902,268,,,,,CARBALAN,314,3500 anti-Xa IU,70,,,,,,,038108FF62026360C972410086B06F46,250,,
,,2019-02-12,153,,,,,,,,,,,,,,,,,,,,,L02BA01,202,,,077887,266,,,,,TWINRIX ADULT,314,92/55/22 mikrog/annos,70,,,,,,,FE4E41407A3223FDA1A80E9BFEAA7A9A,249,,
,,2015-08-20,153,,,,,,,,,,,,,,,,,,,,,G03AA14,200,,,161473,266,,,,,METOPROLOL ORION,312,2,5/5 mg,70,,,,,,,B45C48B202E879746CAA7839F62605A5,249,,
,,2021-10-18,153,,,,,,,,,,,,,,,,,,,,,S01XA02,199,,,017248,266,,,,,FUNGORIN,311,32/25 mg,69,,,,,,,FBA7D7F21DB77A57C2F1FF62C16D9E08,249,,
,,2021-10-26,153,,,,,,,,,,,,,,,,,,,,,S01EE05,196,,,405688,265,,,,,TRAMPALGIN,308,500 mikrog,69,,,,,,,5DD123CA408BDA906C5CEF5EFC42F34A,249,,
,,2023-01-18,153,,,,,,,,,,,,,,,,,,,,,J01MA14,196,,,575571,265,,,,,ESTROGEL,306,5/160/12,5 mg,68,,,,,,,2ABC91A801AD3EFF0EB781CB990C2378,249,,
,,2017-02-04,153,,,,,,,,,,,,,,,,,,,,,G04BE01,193,,,560718,265,,,,,MEDROL,305,10/160/12,5 mg,67,,,,,,,845A570FD0CC65DE5327631D0D3C40C0,248,,
,,2016-10-25,153,,,,,,,,,,,,,,,,,,,,,A06AC51,193,,,030252,265,,,,,SANDIMMUN NEORAL,304,5 mg/annos,67,,,,,,,D4167383C390FE1D3163D8912A17AD19,248,,
,,2017-05-17,153,,,,,,,,,,,,,,,,,,,,,C05BA01,192,,,54309,264,,,,,AVODART,303,600 MG,67,,,,,,,19B21F3AC57D8C17CEE6BDB51E1D7314,248,,
,,2017-05-29,153,,,,,,,,,,,,,,,,,,,,,R03AC13,191,,,539973,264,,,,,TERRA-CORTRIL-P,302,1 mg + 1/1 mg,66,,,,,,,6849604E4AF20A4E59BC7B6B69528AA9,245,,
,,2017-05-05,153,,,,,,,,,,,,,,,,,,,,,J05AH02,190,,,566992,263,,,,,ETORIKOKSIBI,302,20 mikrog/ml,66,,,,,,,F9DEF1A9CBE5C6CF5ADF2E5069411093,244,,
,,2017-05-11,153,,,,,,,,,,,,,,,,,,,,,N03AX11,190,,,391643,261,,,,,ULTRACORTENOL,300,1000 IU/ml,65,,,,,,,DFD53591E1C76758481E75E453DF3323,243,,
,,2019-05-05,153,,,,,,,,,,,,,,,,,,,,,L01BC06,190,,,5963,258,,,,,NEURONTIN,300,3mg,65,,,,,,,65955903AB20053A91904348A6C475CB,242,,
,,2016-04-13,153,,,,,,,,,,,,,,,,,,,,,N06BA12,186,,,013485,257,,,,,GLUCOSAMIN ORION,299,145 mg,64,,,,,,,F142FD7F97C91E53295D1B1A22185EC7,242,,
,,2023-12-09,153,,,,,,,,,,,,,,,,,,,,,G03GA05,186,,,31814,256,,,,,DESLORATADINE SANDOZ,299,2/5 mg,64,,,,,,,45E207A8B36A646255F73A2AD337B38F,242,,
,,2017-11-17,153,,,,,,,,,,,,,,,,,,,,,R03AK11,185,,,031796,256,,,,,BETASERC,296,300 IU/0,5 ml,63,,,,,,,B9960C7D5C3A278DAB407D35018BB2B2,241,,
,,2021-11-11,153,,,,,,,,,,,,,,,,,,,,,H02AB09,184,,,135210,255,,,,,SIBICORT,296,5MG,63,,,,,,,E21603F75A637DC63192AE922C3EC216,241,,
,,2021-11-16,153,,,,,,,,,,,,,,,,,,,,,A11DB,184,,,17248,254,,,,,AZITHROMYCIN ORION,295,80 mikrog/annos,63,,,,,,,CC8D2BF791F83D85BD138714F14D3EA4,241,,
,,2021-02-06,153,,,,,,,,,,,,,,,,,,,,,D10AD01,184,,,165953,254,,,,,ACLOVIR,291,200 mg/ml,63,,,,,,,3B0E6DA63BA9E75888293D42DDEA29DE,240,,
,,2018-12-06,153,,,,,,,,,,,,,,,,,,,,,R03DA04,183,,,116327,254,,,,,TELFAST,290,20 MG,62,,,,,,,66336C98A4F7247F1815B5A440605E28,240,,
,,2021-02-25,153,,,,,,,,,,,,,,,,,,,,,A10BB12,183,,,172592,253,,,,,PROLIA,289,0,1 %/2,5 %,61,,,,,,,5B08F3DC157E5AD904A994896D3BCCDD,240,,
,,2019-03-01,153,,,,,,,,,,,,,,,,,,,,,N02CC05,182,,,011207,253,,,,,PARACETAMOL RATIOPHARM,288,5/47,5 mg,60,,,,,,,ABD4428B5C8F03704AC47E29CED613FC,240,,
,,2022-11-02,153,,,,,,,,,,,,,,,,,,,,,M01AB01,182,,,011260,253,,,,,DIUREX MITE,287,5/80 mg,60,,,,,,,480CFBD737DE85A2F9F922C6CB0F7E51,239,,
,,2019-10-02,153,,,,,,,,,,,,,,,,,,,,,C08DA01,181,,,6183,252,,,,,RYBELSUS,287,1/2 mg,59,,,,,,,B0D4B92012B392754468B12CEAAA07BB,238,,
,,2023-02-16,153,,,,,,,,,,,,,,,,,,,,,R03AL01,179,,,537928,252,,,,,DEXAMETASON ABCUR,287,6 mikrog/annos,59,,,,,,,41BC53C601EA907837DE7EB48B3153C9,238,,
,,2023-02-06,153,,,,,,,,,,,,,,,,,,,,,J02AC02,179,,,093284,251,,,,,OLANZAPIN RATIOPHARM,286,10/25 mg,59,,,,,,,BB5AD8EF30ECBD91497A493FEEF542C9,236,,
,,2023-02-03,153,,,,,,,,,,,,,,,,,,,,,J01XX05,178,,,24321,250,,,,,LECROLYN,286,320 mg,59,,,,,,,7DA1DE05E855A7E658360A3B290FE09D,236,,
,,2017-04-01,153,,,,,,,,,,,,,,,,,,,,,M01AG02,177,,,482612,250,,,,,DESLORATADIN ORION,285,900 IU/1,5 ml,58,,,,,,,D9ECF4FA9AF43325F55763C8511EA27F,236,,
,,2021-05-25,153,,,,,,,,,,,,,,,,,,,,,A10BH02,177,,,067728,250,,,,,GLUCOPHAGE,283,5/1000 mg,58,,,,,,,8693ECC975F00DC6687F4FBBB1ED671A,235,,
,,2020-09-01,153,,,,,,,,,,,,,,,,,,,,,D01AC08,176,,,526871,249,,,,,FOLVITE,283,75/30 mikrog,58,,,,,,,19A997343C9329FC7E098F233DC63983,235,,
,,2021-12-07,153,,,,,,,,,,,,,,,,,,,,,L04AB04,176,,,580100,249,,,,,AQUALAN PLUS,282,140 mg,57,,,,,,,A2B07EC65732F04FC6B1245D7C7E4F0B,234,,
,,2021-03-18,152,,,,,,,,,,,,,,,,,,,,,B03XA02,176,,,66278,248,,,,,VICTOZA,280,10 mg/ml+2 mg/ml,57,,,,,,,0CAEF6FC5454EED8F31451EF1841CAA5,234,,
,,2019-04-19,152,,,,,,,,,,,,,,,,,,,,,N07BB01,173,,,395850,248,,,,,SUMATRIPTAN SANDOZ,279,5/1,25 mg,57,,,,,,,095708706EA5D4B2BDB12E5730127133,233,,
,,2017-06-15,152,,,,,,,,,,,,,,,,,,,,,C09DX01,172,,,18904,248,,,,,METOJECT PEN,279,47.5 mg,57,,,,,,,BDB0CCE12071D01382512ECC8382946D,233,,
,,2017-12-07,152,,,,,,,,,,,,,,,,,,,,,N05AF03,169,,,435156,245,,,,,RISPERDAL,276,48 MU/0,5 ml,56,,,,,,,557AA1E26235A882160EBA1113B128B1,233,,
,,2016-03-22,152,,,,,,,,,,,,,,,,,,,,,H04AA01,169,,,424055,244,,,,,VESICARE,275,7/10 mg/ml,56,,,,,,,6DE7C009201823C7C43C2F7B79774A17,232,,
,,2020-03-10,152,,,,,,,,,,,,,,,,,,,,,C02CA01,167,,,192229,244,,,,,ATORVASTATIINI,273,55/22 mikrog/annos,56,,,,,,,64B4C0A9AAEBE19717EF89E552EA92DE,232,,
,,2017-03-10,152,,,,,,,,,,,,,,,,,,,,,A10AC01,167,,,13485,243,,,,,ELIDEL,273,25000 IU/ml,55,,,,,,,99C5FF565AF841B588A1DDF000181FCD,228,,
,,2021-01-25,152,,,,,,,,,,,,,,,,,,,,,N06AX05,167,,,101972,242,,,,,GRANISETRON STADA,270,50 mikrog/h,55,,,,,,,58E51CD0B435048D0FBF97B983641575,228,,
,,2019-02-07,152,,,,,,,,,,,,,,,,,,,,,D10AF01,165,,,007009,241,,,,,BECLONASAL FORTE AQUA,269,500 mg/5 mikrog,54,,,,,,,B46CCED70763EB011F8FB0BFE87576F3,227,,
,,2021-10-21,152,,,,,,,,,,,,,,,,,,,,,B01AC24,162,,,564373,241,,,,,EFEXOR DEPOT,268,40 mg/0,4 ml,54,,,,,,,72C4D8823CC61779FB9B19FC48BEE7BF,226,,
,,2016-10-21,152,,,,,,,,,,,,,,,,,,,,,N05AD01,161,,,567370,239,,,,,DECUBAL CLINIC CREME,267,30 mikrog,54,,,,,,,2EBD7CD2CF82CF2943A816084A21D7AB,225,,
,,2016-10-18,152,,,,,,,,,,,,,,,,,,,,,R01AA07,158,,,17621,239,,,,,VI-SIBLIN S,267,125 mg+80 mg,54,,,,,,,EEF17C939DA36987CCB261857D0E4800,225,,
,,2015-05-06,152,,,,,,,,,,,,,,,,,,,,,C10AC01,158,,,173682,239,,,,,PIMAFUCORT,266,50 mikrog/g + 0,5 mg/g,53,,,,,,,6323BA79B3E79FA659E4B64975C4D17C,225,,
,,2018-10-04,152,,,,,,,,,,,,,,,,,,,,,N06DA04,158,,,014453,239,,,,,SPIRIX,265,100 mg/annos,53,,,,,,,0455D1D5B405C79C9D0152C9851F85E5,225,,
,,2017-05-03,152,,,,,,,,,,,,,,,,,,,,,G03AC10,157,,,022222,239,,,,,SINGULAIR,264,50 MG,51,,,,,,,A14BAAA193B96CC8155569C400B90445,224,,
,,2019-05-30,152,,,,,,,,,,,,,,,,,,,,,G03FB08,157,,,154288,239,,,,,BEMETSON-K,264,1 milj IU,51,,,,,,,344E2EE5E25B1689B90ACD13C32480A3,224,,
,,2023-12-07,152,,,,,,,,,,,,,,,,,,,,,D06BB10,156,,,006826,239,,,,,ZOVIRAX,264,50 mg/0,5 ml,51,,,,,,,E84CFBA70E1762A94018B5057DAA8F29,224,,
,,2021-11-07,152,,,,,,,,,,,,,,,,,,,,,D02AX,153,,,433714,238,,,,,KALCIPOS-D FORTE,263,150 MG,50,,,,,,,B61CD269E2192EB84B2CE88F20AD8F3B,222,,
,,2015-06-04,152,,,,,,,,,,,,,,,,,,,,,A05AA02,152,,,522535,237,,,,,TRESIBA,259,0,26 mg,50,,,,,,,D7DE12839C396B1361E2714A2DA462B2,221,,
,,2022-02-07,152,,,,,,,,,,,,,,,,,,,,,N04BA03,152,,,566182,236,,,,,PRIMOLUT N,257,7,5 mikrog/24 h,50,,,,,,,FCD32316D623EE8FB727265C7178AF74,221,,
,,2023-06-05,152,,,,,,,,,,,,,,,,,,,,,C01BD01,150,,,383976,235,,,,,CAPRILON,255,1 milj IU (mega),50,,,,,,,FD35CC6E1AB483F34A8E58827DF141A8,221,,
,,2020-11-20,152,,,,,,,,,,,,,,,,,,,,,G03GA08,150,,,22222,235,,,,,AMLODIPIINI,255,List truncated...,,,,,,,,31CD602449B51583D763F34F04030D65,219,,
,,2019-10-15,152,,,,,,,,,,,,,,,,,,,,,C08DB01,150,,,53461,235,,,,,OCULAC,252,,,,,,,,,5D98105DDB37DF4C6074E69E07E87667,218,,
,,2019-10-21,152,,,,,,,,,,,,,,,,,,,,,L01BA01,149,,,80034,235,,,,,EXFORGE,252,,,,,,,,,D5CCB8FD8639FD40ED960A919DD823B2,218,,
,,2016-02-05,152,,,,,,,,,,,,,,,,,,,,,L04AA13,145,,,029459,235,,,,,TRIOBE,250,,,,,,,,,361CC1CF41E2ABB165102A685971E6D3,218,,
,,2016-02-17,152,,,,,,,,,,,,,,,,,,,,,L03AA13,143,,,589028,235,,,,,MIGARD,248,,,,,,,,,78279DD9671CA8FA6E8E707B56D8BC82,218,,
,,2016-11-01,152,,,,,,,,,,,,,,,,,,,,,A04AA55,140,,,024321,234,,,,,PRAMIPEXOLE ORION,248,,,,,,,,,C02CE5C571C260AE435650152DA1C5E2,217,,
,,2017-04-30,152,,,,,,,,,,,,,,,,,,,,,R05CB01,138,,,446100,234,,,,,ESTRENA,247,,,,,,,,,C86097FAEF3FD36587930639CA739874,216,,
,,2016-11-16,152,,,,,,,,,,,,,,,,,,,,,A01AB09,136,,,049031,234,,,,,SILDENAFIL SANDOZ,247,,,,,,,,,494BC52F35F569D1530CB0690C3249F9,216,,
,,2017-10-02,152,,,,,,,,,,,,,,,,,,,,,D10AX03,136,,,027169,234,,,,,RELERT,246,,,,,,,,,9A918B2D064D4AC397B836C89F9849A1,216,,
,,2021-12-21,152,,,,,,,,,,,,,,,,,,,,,G03AB08,135,,,70110,233,,,,,ISANGINA,245,,,,,,,,,D1E8D71198280188DFD6D39788A9DA52,215,,
,,2017-09-05,152,,,,,,,,,,,,,,,,,,,,,S01EE03,133,,,545376,233,,,,,TRILEPTAL,244,,,,,,,,,4EF90DCBD1B03DF37A7F585C2DE0437E,215,,
,,2019-01-16,152,,,,,,,,,,,,,,,,,,,,,L03AA02,132,,,77887,233,,,,,NUVARING,244,,,,,,,,,B10C845BA6AFD9C2C87FB14C434C1748,215,,
,,2018-02-12,152,,,,,,,,,,,,,,,,,,,,,M03BX01,132,,,059987,232,,,,,BISOPROLOL KRKA,243,,,,,,,,,484A49BDB7748BC3E230DDAEA8BA313F,215,,
,,2018-05-22,152,,,,,,,,,,,,,,,,,,,,,C09CA08,132,,,20847,231,,,,,KETIAPIINI,242,,,,,,,,,73912438143D38328A643EBB7E220160,214,,
,,2017-03-05,151,,,,,,,,,,,,,,,,,,,,,R06AX29,131,,,130880,230,,,,,VOLTAREN EMULGEL,241,,,,,,,,,664E92FEAD526307573FA8D2262DD072,213,,
,,2021-03-19,151,,,,,,,,,,,,,,,,,,,,,R06AA09,130,,,593319,230,,,,,CIRRUS,241,,,,,,,,,14C41C1E0F26DDE323AC43A84AB9B273,212,,
,,2019-04-16,151,,,,,,,,,,,,,,,,,,,,,R03AL09,126,,,374918,230,,,,,OKSIKODONI,239,,,,,,,,,7C8D0387BDA5AE4E107D2728DC5A1947,212,,
,,2019-04-23,151,,,,,,,,,,,,,,,,,,,,,G03FB05,126,,,164666,230,,,,,ROSUVASTATIN SANDOZ,238,,,,,,,,,A469C454699C3A6F0AF2DFCE3C75A895,211,,
,,2022-09-07,151,,,,,,,,,,,,,,,,,,,,,G01AF02,126,,,031487,229,,,,,OVIXAN,237,,,,,,,,,C9E5E5C5EF4D623727C8AAEE89879BC8,210,,
,,2018-04-07,151,,,,,,,,,,,,,,,,,,,,,N06AX03,126,,,005145,229,,,,,FROIDIR,236,,,,,,,,,755E9908C089EB89B5A3248C8BA91D3C,210,,
,,2017-12-08,151,,,,,,,,,,,,,,,,,,,,,N05CD08,125,,,502735,229,,,,,XALATAN,236,,,,,,,,,87CD06B75B39F687EEB79D2389A79CB3,210,,
,,2020-03-25,151,,,,,,,,,,,,,,,,,,,,,P01BB51,125,,,409763,229,,,,,AZOPT,236,,,,,,,,,4119B9DD923608C97533E91C9F944047,210,,
,,2017-03-21,151,,,,,,,,,,,,,,,,,,,,,A10BG03,125,,,485006,226,,,,,RAMIPRIL RATIOPHARM,235,,,,,,,,,3DFD299530C37FBF9315A1BD1A17255B,209,,
,,2017-03-31,151,,,,,,,,,,,,,,,,,,,,,A07XA04,124,,,386762,226,,,,,SUMATRIPTAN ACCORD,234,,,,,,,,,8E7F04EAE4833043D27EF3239F30AC2F,208,,
,,2021-01-18,151,,,,,,,,,,,,,,,,,,,,,C09BB04,123,,,469291,226,,,,,TETRALYSAL,234,,,,,,,,,95ED883C1C9CF8678C4034B2830B5685,208,,
,,2023-10-23,151,,,,,,,,,,,,,,,,,,,,,G04BD11,122,,,446930,225,,,,,DOXAL,234,,,,,,,,,15A835325BCF96023429C2A1E0A1BC50,206,,
,,2022-03-16,151,,,,,,,,,,,,,,,,,,,,,A01AA03,122,,,584173,224,,,,,ZYPREXA,233,,,,,,,,,419479EFB058A18BCB221237FBD7B9B3,206,,
,,2020-02-26,151,,,,,,,,,,,,,,,,,,,,,D10AF51,122,,,442705,223,,,,,HUMEKTAN,233,,,,,,,,,AD7A455CDFBF7C77DE6E9C4DAA3A2B0C,205,,
,,2020-02-15,151,,,,,,,,,,,,,,,,,,,,,R01AX03,119,,,590078,223,,,,,INDIVINA,233,,,,,,,,,3D3FEE19267C38EE86F361552FBE19C3,203,,
,,2021-09-23,151,,,,,,,,,,,,,,,,,,,,,S01BA02,119,,,586800,223,,,,,PANTOPRAZOL KRKA,232,,,,,,,,,0525FF2D289674945E88A9D690586C5C,203,,
,,2018-09-28,151,,,,,,,,,,,,,,,,,,,,,L01XX05,118,,,422246,222,,,,,LAXOBERON,230,,,,,,,,,2F5C647EF0FDEE216DED4448FC48C61A,203,,
,,2019-05-08,151,,,,,,,,,,,,,,,,,,,,,B01AB04,118,,,4795,221,,,,,MAXALT RAPITAB,230,,,,,,,,,B7ADD1DE9CD1D5F1D9D7BA722FAD3E8D,202,,
,,2019-05-10,151,,,,,,,,,,,,,,,,,,,,,G01AC05,117,,,183574,220,,,,,CALCICHEW D3 EXTRA APPELSIINI,230,,,,,,,,,B4E8D2DD18578E897DEEB497F2CC2EFD,201,,
,,2019-05-21,151,,,,,,,,,,,,,,,,,,,,,S01FA06,117,,,1659,220,,,,,PLENDIL,227,,,,,,,,,1EA390B4F8EC371206E7F61BF1FCBDAC,201,,
,,2017-11-15,151,,,,,,,,,,,,,,,,,,,,,D11AX22,116,,,14453,220,,,,,KEPPRA,226,,,,,,,,,2B85F626DDD255C506ABAD0540E1FA70,201,,
,,2017-11-29,151,,,,,,,,,,,,,,,,,,,,,B03AB05,116,,,490857,220,,,,,ISMOX,226,,,,,,,,,FF1CF583AD3C0B0E379A4252AD28A7E3,199,,
,,2019-12-06,151,,,,,,,,,,,,,,,,,,,,,L04AB01,115,,,106120,220,,,,,MIRTATSAPIINI,225,,,,,,,,,D9B0C4DF5D730C8E85DD7B64DDC04835,199,,
,,2018-12-08,151,,,,,,,,,,,,,,,,,,,,,P02CF01,114,,,573568,220,,,,,CELEBRA,225,,,,,,,,,550961D13FBBD16CC508CD58C5CA28EE,198,,
,,2019-03-04,151,,,,,,,,,,,,,,,,,,,,,N04BC04,113,,,579147,219,,,,,FELODIPIN RATIOPHARM,225,,,,,,,,,88C1AD020F83A6F2E195E59F73A382FC,197,,
,,2017-01-28,151,,,,,,,,,,,,,,,,,,,,,A10BJ05,113,,,47579,219,,,,,AMOKSISILLIINI,225,,,,,,,,,0D0FF2E0B7778E3D12CFDB748A33FC12,197,,
,,2016-02-22,151,,,,,,,,,,,,,,,,,,,,,C09BA04,113,,,090545,219,,,,,FUROSEMIDI,224,,,,,,,,,FB732CC89894FC79AA985F410A607D3B,197,,
,,2023-05-23,151,,,,,,,,,,,,,,,,,,,,,D05BB02,113,,,464743,218,,,,,ESOMEPRAZOL KRKA,223,,,,,,,,,8E77FBD133875296905577BFB5814DB2,197,,
,,2020-09-09,151,,,,,,,,,,,,,,,,,,,,,G03CX01,112,,,123895,217,,,,,ROSUVASTATIINI,222,,,,,,,,,CAC413FF4E67BAE9D6F54DB6B9D8AE88,197,,
,,2017-09-17,151,,,,,,,,,,,,,,,,,,,,,A10BX07,112,,,8641,217,,,,,LANTUS SOLOSTAR,222,,,,,,,,,CA1D9BDCB663271857A605EEF511AA9C,196,,
,,2018-02-22,151,,,,,,,,,,,,,,,,,,,,,S01AE01,111,,,041140,217,,,,,FLUCLOXACILLIN ORION,222,,,,,,,,,5E98E25E4297A852BF8795A42A16F254,196,,
,,2017-09-14,151,,,,,,,,,,,,,,,,,,,,,B01AF03,110,,,29459,216,,,,,AMLODIPIN ACCORD,222,,,,,,,,,53D01EC05DF48739D63ADF7663D5A3FC,196,,
,,2017-09-12,151,,,,,,,,,,,,,,,,,,,,,B03AA07,109,,,59933,216,,,,,IMIGRAN RADIS,221,,,,,,,,,AA9114B2E594198C23E0EBCAA1B2D8AF,195,,
,,2017-10-24,151,,,,,,,,,,,,,,,,,,,,,A02BD07,108,,,521062,216,,,,,NAPROMEX,220,,,,,,,,,EE4B9035FEBFBFD0667CC0F087828E88,195,,
,,2018-02-06,151,,,,,,,,,,,,,,,,,,,,,R01AD11,108,,,029483,216,,,,,NASOFAN,220,,,,,,,,,47E925620ADFED101D298CBD9F589D42,194,,
,,2020-01-21,151,,,,,,,,,,,,,,,,,,,,,R01AD05,108,,,162658,214,,,,,RISPERIDON ORION,219,,,,,,,,,A4B8B4612D4293DDAAEAA2A45FA805C3,194,,
,,2023-08-28,151,,,,,,,,,,,,,,,,,,,,,C07FB02,106,,,137091,214,,,,,PRAVASTATIN ORION,219,,,,,,,,,FC943BF81AD885BAA706FC2084924BCD,194,,
,,2018-01-28,150,,,,,,,,,,,,,,,,,,,,,S01EE04,106,,,379058,213,,,,,NAPROMETIN,218,,,,,,,,,57EE1260C70FDA4FAE19EDCA65FEB810,193,,
,,2023-11-14,150,,,,,,,,,,,,,,,,,,,,,J01CE08,106,,,410,210,,,,,ZADITEN,217,,,,,,,,,22C26AA21E468937B00C159B4644EE70,193,,
,,2015-11-13,150,,,,,,,,,,,,,,,,,,,,,M03AX01,106,,,126949,210,,,,,SPIRIVA,217,,,,,,,,,28D2643364F2254576287934F858D71A,193,,
,,2020-03-08,150,,,,,,,,,,,,,,,,,,,,,R03BB01,104,,,573439,209,,,,,PANTOPRAZOL ACTAVIS,216,,,,,,,,,035E8902DEF460F92512028E46EB1C82,191,,
,,2021-06-01,150,,,,,,,,,,,,,,,,,,,,,N02AA01,102,,,418485,209,,,,,ALPROX,215,,,,,,,,,3F5DE0178F97BB792D552606F2A23B7C,190,,
,,2016-12-08,150,,,,,,,,,,,,,,,,,,,,,N07BA01,101,,,541084,209,,,,,GEFINA,215,,,,,,,,,F289692B4831FA920C366F8C3EEDC02F,190,,
,,2018-03-28,150,,,,,,,,,,,,,,,,,,,,,N05BE01,98,,,7009,208,,,,,PARAMAX FORTE,215,,,,,,,,,C36CB20B04C4B8BE1C94E1118CC25350,189,,
,,2023-10-04,150,,,,,,,,,,,,,,,,,,,,,J07AL01,98,,,314,207,,,,,PENTASA,215,,,,,,,,,C4CD48928E08E6C2A8C57628A62C7776,188,,
,,2016-06-14,150,,,,,,,,,,,,,,,,,,,,,A01AB03,97,,,35568,207,,,,,AZAMUN,214,,,,,,,,,696518EEBF5000DF499D79BAD7FECB01,188,,
,,2022-03-20,150,,,,,,,,,,,,,,,,,,,,,N05AB04,95,,,59951,207,,,,,DIGOXIN ORION SEMI,214,,,,,,,,,107A06F00D2A57E5E782474B1BDFA08F,188,,
,,2022-03-10,150,,,,,,,,,,,,,,,,,,,,,C09BA03,95,,,165931,206,,,,,YASMIN,214,,,,,,,,,859D6E43EF4EC13FE672634469F1ADA4,187,,
,,2019-02-04,150,,,,,,,,,,,,,,,,,,,,,N03AX18,95,,,193789,203,,,,,LINATIL COMP,213,,,,,,,,,E2A31B3547CBC31ACE01D73BB5336E9B,187,,
,,2022-12-05,150,,,,,,,,,,,,,,,,,,,,,C09BA05,94,,,481663,203,,,,,AQUALAN DUO,212,,,,,,,,,DA616DA1C9A6FB920818C5809EEE3D90,187,,
,,2020-02-19,150,,,,,,,,,,,,,,,,,,,,,H01CC01,93,,,441765,203,,,,,XYLOCAIN,211,,,,,,,,,68A08B8DA5D95A88D1493D1BF1FBC582,186,,
,,2021-09-13,150,,,,,,,,,,,,,,,,,,,,,L02BB03,93,,,42379,202,,,,,ONDANSETRON STADA,210,,,,,,,,,E14FFCD0D96B7CBA0194001C58246E7E,186,,
,,2023-09-04,150,,,,,,,,,,,,,,,,,,,,,C03EB01,93,,,72553,202,,,,,METFORMIN ACTAVIS,210,,,,,,,,,DE5957B6D2F0D2BDC24E74F6050F0246,186,,
,,2018-09-12,150,,,,,,,,,,,,,,,,,,,,,D06BB03,92,,,588574,202,,,,,FML LIQUIFILM,210,,,,,,,,,B65D0EA3E0D100EC3BD87781DFAF9583,185,,
,,2016-09-20,150,,,,,,,,,,,,,,,,,,,,,C09DX04,91,,,144493,202,,,,,SYMBICORT TURBUHALER FORTE,209,,,,,,,,,2A52AEEE6165140EEEBFF29D5BE6519F,185,,
,,2018-10-03,150,,,,,,,,,,,,,,,,,,,,,C07AA07,91,,,93047,201,,,,,SPESICOR DOS,208,,,,,,,,,795F9F7D587CD9611E7AE938B1159BFA,184,,
,,2023-04-23,150,,,,,,,,,,,,,,,,,,,,,N05CD02,90,,,155341,201,,,,,VIAGRA,208,,,,,,,,,1A3EE3768B02B2F19ABB3F0AFBC75591,183,,
,,2016-09-10,150,,,,,,,,,,,,,,,,,,,,,C03BA11,90,,,197160,201,,,,,CANDEMOX,208,,,,,,,,,074FF20A915D3F0F1FDCA623F88527CA,183,,
,,2016-09-14,150,,,,,,,,,,,,,,,,,,,,,N04AA02,90,,,495757,201,,,,,ACYRAX,207,,,,,,,,,A1CAF84FEF782EEF9434FE03ED06EE8E,183,,
,,2017-11-09,150,,,,,,,,,,,,,,,,,,,,,S01BC03,90,,,519580,200,,,,,COZAAR COMP,207,,,,,,,,,2948D865D23CAF1BE1476D8FA45F6D60,182,,
,,2021-02-01,150,,,,,,,,,,,,,,,,,,,,,R01AD59,89,,,1008,199,,,,,OMNIC,206,,,,,,,,,DC8F9D56E2777E1394D4B57CA8E1082B,182,,
,,2023-03-02,150,,,,,,,,,,,,,,,,,,,,,S01ED01,88,,,21192,199,,,,,MINIDERM,205,,,,,,,,,7603C9875D61F275FA482E925692021E,182,,
,,2018-12-09,150,,,,,,,,,,,,,,,,,,,,,R03AL06,86,,,58552,199,,,,,LEVOMEPROMAZINE ORION,204,,,,,,,,,C55692D11C5AC1B2A0BB92D0BFB599C1,182,,
,,2019-09-10,150,,,,,,,,,,,,,,,,,,,,,C08CA10,86,,,058552,199,,,,,LOSARTAN/HYDROCHLOROTHIAZIDE ORION,204,,,,,,,,,C6270A70D0C7B32E70EC0B23F49455DD,181,,
,,2019-10-08,150,,,,,,,,,,,,,,,,,,,,,M05BA07,86,,,560698,199,,,,,ABSENOR,203,,,,,,,,,970B286C199F1912963283C6B9E13238,181,,
